,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Registered Nurse,-0.17889097,-0.01682321,-0.08908617,-0.1478507,-0.0037246237,-0.0168462,-0.030729696,-0.035451844,-0.04560086,0.031342927,0.10029691,-0.010502333,0.0016277835,0.033461988,-0.0152031435,0.00097304815
Accountant,0.23120026,0.029125098,-0.0043383413,0.07283699,0.0039845277,-0.005192701,0.03364193,0.023102615,0.12204587,-0.047991436,-0.041118417,0.019146323,-0.018172292,-0.04581474,0.004807202,0.0015989987
School Teacher,-0.093289524,0.033363022,-0.14752772,-0.03625961,-0.0021212294,0.009182269,0.032311577,0.012555785,-0.0993078,-0.028135164,0.02022258,0.0157013,-0.022526553,0.044776663,0.012599773,-0.02562229
Web Developer,0.20280549,-0.017952308,0.06886195,0.060348015,-0.0071131405,-0.0010765238,0.01255811,0.012415399,0.14715916,-0.009744548,-0.065707155,-0.014493869,0.017442169,-0.028684141,0.007961865,0.0003002088
Dental Hygienist,-0.7375373,0.07868115,1.1069335,0.40427214,0.18394393,-0.03690037,-0.3685085,-0.10298389,-0.5917238,0.20786908,0.34268197,0.17117673,-0.09884994,-0.38910782,-0.21630424,0.3330738
Insurance Agent,0.14745958,-0.0050713005,0.024117406,0.050833296,-0.0075043365,0.004450161,0.023883536,0.018436566,0.09018083,-0.019082405,-0.05706521,-0.0073302556,0.008866974,-0.0056450856,0.012903609,-0.009653658
Mechanical Engineer,0.012130273,-0.07544178,0.08093788,-0.041110527,-0.021622872,0.0065235654,-0.020593565,-0.00618157,0.0792634,0.047287814,-0.044659894,-0.054658886,0.05691372,0.031207029,0.009568327,-0.010601122
Pharmaceutical Sales Representative,0.030904895,0.049311575,-0.19957004,-0.07454093,0.005759431,-0.013320093,0.02434514,0.0044833035,0.012166599,-0.04416765,0.07465117,0.031048495,-0.041967344,0.0007355517,-0.0056899353,-0.009739019
Real Estate Broker,0.14124402,-0.059223104,0.120185636,0.045609843,-0.020495305,0.0094885565,0.002965918,0.011002315,0.13214618,0.020480966,-0.09142571,-0.04531505,0.050176673,0.011222715,0.01767478,-0.010982036
Journalist,0.1750259,0.019954795,-0.009937718,0.057064038,0.0006252684,-0.0013637039,0.030228853,0.019459328,0.08882111,-0.037291855,-0.0426438,0.011167859,-0.010778833,-0.030271003,0.0077578067,-0.0032251969
Software Engineer,0.08050969,-0.08487172,0.13861206,-0.0017876654,-0.023268325,0.0071274876,-0.01970255,-0.0028647312,0.12734409,0.048208874,-0.07649971,-0.06092954,0.06598331,0.017511738,0.0119167995,-0.0069458657
Pharmacist,-0.7040495,0.06644085,1.0520121,0.3763553,0.17141521,-0.03378036,-0.3503584,-0.09838198,-0.5578287,0.20211998,0.3195491,0.1558411,-0.08744037,-0.36219785,-0.20312016,0.312946
Physical Therapist,-0.39113495,-0.03468273,0.5401116,0.12956564,0.060099285,-0.006849966,-0.18193081,-0.056297157,-0.24674517,0.14087448,0.111329064,0.02347233,0.009111269,-0.12432292,-0.08434718,0.13168094
Architect,0.24227856,0.05515722,-0.049178623,0.07632497,0.010754839,-0.008978632,0.042663164,0.025810279,0.106297724,-0.06703903,-0.02350914,0.037708092,-0.038371243,-0.057816844,0.0016140757,0.00375796
Veterinarian,-0.37493497,-0.041285012,0.40735796,0.09994977,0.03617202,0.009105625,-0.13039593,-0.0378759,-0.2559946,0.11872458,0.05764267,0.002481319,0.022761991,-0.052931894,-0.049503077,0.08151035
Marketing Manager,-0.0029165947,0.03885583,-0.19927002,-0.1055189,0.004716264,-0.014678982,0.01355236,-0.00035482392,0.009295013,-0.032380253,0.09151089,0.025223235,-0.036463987,0.0062033264,-0.009241744,-0.007822416
Environmental Scientist,0.1305762,-0.09149939,0.18046854,0.029563805,-0.024956536,0.008026073,-0.019021945,-0.0007345513,0.15926902,0.049301624,-0.09994701,-0.06594956,0.07275647,0.0069335406,0.014149198,-0.0046795425
Financial Analyst,0.16611168,-0.05084847,0.11758675,0.051644683,-0.016932944,0.0060366425,0.003544814,0.010413219,0.14517464,0.014185782,-0.08757168,-0.038516507,0.043284494,-0.0036795477,0.014326371,-0.0063608857
Civil Engineer,0.011240148,-0.090105996,0.1165011,-0.025917841,-0.02618019,0.011409162,-0.021506859,-0.005117557,0.08097766,0.056377098,-0.06960622,-0.06584433,0.06990705,0.039777383,0.014678726,-0.013903265
Occupational Therapist,-0.27899155,-0.04775231,0.26966712,0.010327093,0.021603303,-0.0016679569,-0.10641481,-0.038806137,-0.13976142,0.098149255,0.06596749,-0.010498356,0.024974534,-0.032886714,-0.04136588,0.05990948
Attorney,0.23698756,0.044838473,-0.030780634,0.07622045,0.0079211015,-0.007104919,0.03963113,0.024975874,0.11115638,-0.059630923,-0.031928904,0.030199802,-0.030181842,-0.05233647,0.0033209524,0.002470539
Dentist,0.22834821,0.055388585,-0.056115147,0.07383949,0.010027831,-0.0074895355,0.044010554,0.026257941,0.09470792,-0.06677029,-0.023579817,0.037297368,-0.038222894,-0.05183056,0.002963152,0.0013072464
Optometrist,-0.5026773,0.034266446,0.8653756,0.30151123,0.13001335,-0.027050344,-0.27884895,-0.077071644,-0.38408843,0.16612563,0.23194121,0.11006747,-0.054869644,-0.28894204,-0.15796867,0.24684104
Podiatrist,-0.85550344,0.13516751,1.3184403,0.5205017,0.23597978,-0.050861053,-0.43732634,-0.11959658,-0.72178113,0.22401041,0.4375666,0.23803605,-0.15040274,-0.50214624,-0.26991102,0.41477466
Actuary,0.20512725,0.00014717078,0.042188894,0.06258915,-0.0036768888,-0.0007253357,0.022890152,0.019035647,0.13131309,-0.025512949,-0.056454923,-0.0015116041,0.0039642435,-0.029320855,0.008174349,-0.0013723094
Political Scientist,0.15016326,-0.07663196,0.16087057,0.042751875,-0.02208265,0.0075741485,-0.009696577,0.0037141428,0.15627131,0.035585195,-0.10059135,-0.0561466,0.06247354,0.00050703046,0.014972025,-0.005240199
Aerospace Engineer,0.02341422,-0.09033781,0.22086641,0.01906644,-0.014745075,0.0063817855,-0.04643047,-0.011371189,0.09007481,0.06945888,-0.061275557,-0.05795535,0.067834735,-0.0012716051,-7.196946e-05,0.012424994
Human Resources Manager,-0.03391235,0.05045653,-0.24162334,-0.12919487,0.0076036016,-0.017052978,0.0136131635,-0.0013179424,-0.012362849,-0.037422977,0.119789034,0.03367724,-0.0472296,0.01062321,-0.012834519,-0.007869163
Economist,0.1442182,-0.039840177,0.094631076,0.037744235,-0.0121196825,0.003668143,0.0021055352,0.009249473,0.12409226,0.00981421,-0.068844885,-0.029020837,0.03333544,-0.009413316,0.009778274,-0.002976121
Biomedical Engineer,0.0122388275,-0.09109637,0.22015953,0.014945309,-0.014425351,0.0064055105,-0.048433177,-0.012220525,0.083653286,0.0714994,-0.05782901,-0.058114145,0.06803222,3.9493602e-06,-0.0008653895,0.012848978
Surgeon,0.23593888,0.048460044,-0.038105,0.074352995,0.009039037,-0.007905906,0.039907403,0.02476872,0.10816501,-0.061568927,-0.026818488,0.032966927,-0.033283412,-0.05402173,0.002270555,0.0032022013
Psychiatrist,0.236021,0.046518497,-0.035699233,0.07368317,0.008498676,-0.0076952786,0.039633058,0.024724256,0.11002634,-0.060536753,-0.02866645,0.03150984,-0.031730495,-0.05332063,0.002671997,0.0028617554
Pediatrician,-0.1969221,-0.04651311,0.41592327,0.09663296,0.034478556,-0.003682907,-0.1253542,-0.034139372,-0.100173965,0.10386062,0.048607446,-0.00013605226,0.024392212,-0.08826524,-0.053516753,0.088678055
Obstetrician and Gynecologist,-0.5187509,0.0011479417,0.7384465,0.22884251,0.10071997,-0.01357747,-0.24348755,-0.06972791,-0.3766716,0.16568062,0.18225785,0.07105535,-0.024221973,-0.20793949,-0.12605499,0.19695622
Orthodontist,-0.44908732,-0.008686724,0.68092924,0.19821532,0.08937725,-0.014680033,-0.22545522,-0.0653714,-0.31041127,0.15530357,0.16405246,0.058214996,-0.015739346,-0.19156358,-0.115704164,0.18030536
Prosthodontist,-0.85550344,0.13516751,1.3184403,0.5205016,0.23597977,-0.05086105,-0.4373263,-0.11959658,-0.72178113,0.22401038,0.4375666,0.23803605,-0.15040272,-0.50214624,-0.26991102,0.41477466
Physician,0.2387561,0.055059962,-0.049874194,0.07652705,0.01049532,-0.0084491875,0.043046873,0.025960473,0.1034263,-0.06683254,-0.02402427,0.037460607,-0.038159847,-0.055935543,0.002067758,0.0030566985
Chief Executive Officer,-0.04212691,0.013469103,-0.15713672,-0.12248324,7.83924e-05,-0.012404696,-0.0024852199,-0.006294365,0.00872098,-0.008637928,0.08976776,0.008640319,-0.01855903,0.01740573,-0.010003484,-0.0062182774
Anesthesiologist,-0.557899,0.03408005,0.8240379,0.2636046,0.12909032,-0.027367622,-0.2814346,-0.081121735,-0.41716468,0.17059454,0.2536223,0.10916707,-0.05647115,-0.27522662,-0.15890384,0.24267197
Oral and Maxillofacial Surgeon,-0.85859895,0.1339768,1.3199817,0.5191607,0.23580116,-0.050793115,-0.438289,-0.119941995,-0.7225196,0.22526668,0.43795088,0.23732373,-0.14963394,-0.50143784,-0.2700735,0.41484877
Tech Company Founder,0.22706781,0.0051782792,0.039046656,0.080408335,-0.0023330317,-0.002684978,0.024717672,0.016593896,0.13509184,-0.028760321,-0.06410615,0.00082152744,0.001068363,-0.040370602,0.0081699295,0.0006236833
Professional Athlete,0.20997089,-0.012800824,0.07650105,0.09012964,-0.0053582117,-0.005698292,0.012182462,0.00035327164,0.12851556,-0.007979114,-0.077323645,-0.012924692,0.014980608,-0.046945553,0.007104126,0.006522393
Movie Star,0.22243284,-0.015360618,0.0857648,0.08675365,-0.0066513643,-0.00034928913,0.016777532,0.012823075,0.14396153,-0.013029845,-0.08373332,-0.013521244,0.017374458,-0.038538154,0.010306788,0.0017328569
Top Executive at Fortune 500 Company,0.18894422,-0.057709895,0.1437026,0.06551291,-0.017820694,0.0059602563,0.0003887901,0.009109434,0.16261607,0.01868901,-0.10084517,-0.043386027,0.04922737,-0.012679884,0.014733803,-0.003563467
Successful Author,0.21799773,-0.03241866,0.114386536,0.08241918,-0.0109456405,0.0027734202,0.011101056,0.013245958,0.15712903,-0.0015399077,-0.09512566,-0.025379898,0.030502366,-0.030777926,0.012524652,-0.00010005876
Top Surgeon Specialist,-0.3122125,0.026730519,0.24261232,0.006882349,0.058073163,-0.02317881,-0.12910658,-0.04606166,-0.19670463,0.072644085,0.19459032,0.055897776,-0.041166622,-0.10884843,-0.07981276,0.104917966
Venture Capitalist,0.22814277,0.019119518,0.007934366,0.07186088,0.00074925076,-0.003775174,0.03117582,0.021665974,0.13002089,-0.040919773,-0.048899267,0.011165148,-0.010137585,-0.039809965,0.006830674,-0.00039138645
International Lawyer,0.21810329,-0.008912854,0.06764495,0.07866291,-0.0056694625,0.0003365529,0.021407599,0.017154299,0.13944764,-0.01978837,-0.07822715,-0.008859233,0.012288852,-0.035306107,0.01072813,-0.00068748824
Major Real Estate Developer,0.13435169,-0.07853287,0.16469009,0.05457112,-0.023837607,0.011053791,-0.0075226845,0.0041363696,0.13542195,0.038107533,-0.11055922,-0.059008915,0.0655319,0.008204699,0.018613635,-0.008498167
Financial Market Trader,0.13959837,-0.019941615,0.025782777,0.02361879,-0.010260349,0.00069431285,0.012399716,0.009370604,0.11058662,-0.005866815,-0.048183657,-0.017491309,0.017992457,-0.005169542,0.009633749,-0.008122478
