,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Fast Food Worker,-0.0017782482,-0.0037096043,-0.007750185,0.013158436,0.0066477885,-0.00019200539,0.0010305328,-0.0734836,-0.12744969,-0.06684497,-0.0057886005,0.022729484,0.11907621,-0.05308017,0.081775226,-0.016372403
Cashier,-0.005601574,-0.005618715,-0.011825287,0.0147899445,0.008988374,-0.0024549894,-0.0104279835,-0.12331872,-0.13963723,-0.060457524,-0.007794054,0.029523544,0.14896062,-0.03321748,0.15242791,-0.055450823
Retail Sales Associate,0.0029383579,0.00807593,0.004231715,-0.022826599,-0.009265248,0.0015618263,0.011642502,-0.15243027,0.09848118,-0.20307033,0.019860303,-0.010688162,-0.005216328,0.04348868,0.006566163,-0.031361975
Barista,-0.009938814,-0.007969286,-0.014799903,0.015510396,0.011253586,-0.005350397,-0.024307247,-0.15413608,-0.14207354,-0.031202657,-0.011397836,0.033625536,0.16374488,-0.00730447,0.21677887,-0.09254328
Waiter/Waitress,-0.0071793585,-0.006706548,-0.013045486,0.015940435,0.010155855,-0.003603035,-0.015764046,-0.13462396,-0.14345936,-0.044574466,-0.009541531,0.03250058,0.15551938,-0.024570227,0.17686343,-0.069010414
Dishwasher,-0.007212193,-0.008896521,-0.011617007,0.02187493,0.012347967,-0.005218,-0.025444172,-0.08135347,-0.13838854,0.06499334,-0.014232316,0.032813806,0.12225185,-0.010716312,0.15947412,-0.06304815
Janitor,-0.008966603,-0.007235031,-0.014551321,0.014777916,0.010687764,-0.004735443,-0.021118488,-0.15960704,-0.14139275,-0.048204053,-0.009835218,0.0333857,0.16469704,-0.010541861,0.21028884,-0.08912671
Taxi Driver,-0.0029189326,-0.004237057,-0.010378402,0.015355329,0.0078629935,-0.00085477566,-0.002485959,-0.11082514,-0.1330125,-0.071537316,-0.005780833,0.02944049,0.13909966,-0.04717761,0.11949201,-0.037281953
Library Assistant,-0.0019388448,0.0007763098,-0.0052203285,-0.002787939,0.00058249815,-0.0008655683,-0.001801765,-0.16338477,-0.021522008,-0.13387986,0.0061712796,0.013715235,0.08365287,0.01166702,0.10653201,-0.058013827
Hotel Front Desk Clerk,-0.0013655013,-0.0005576656,-0.0069283186,0.0044974373,0.0028084125,0.0005410767,0.0053494,-0.12397573,-0.0793438,-0.13174874,0.0013390963,0.019355299,0.109895416,-0.036118463,0.0868047,-0.030110369
Administrative Assistant,-0.00026574632,0.0042247195,-0.00022928404,-0.0144037865,-0.004595823,-0.0007133337,-0.0006975881,-0.1810437,0.055943087,-0.15702683,0.014075452,0.0018135255,0.033018574,0.051385295,0.07576129,-0.061220624
Bank Teller,-0.0004774323,-0.0019426149,-0.006508139,0.010073711,0.0045663686,0.0008531524,0.006260472,-0.07956242,-0.10273363,-0.08936943,-0.0024734363,0.020798447,0.10616224,-0.053136703,0.062355887,-0.010287029
Customer Service Representative,0.001596165,0.0072324416,0.0019142425,-0.021242112,-0.007972764,0.0011779671,0.0099855075,-0.17419894,0.074020654,-0.22211634,0.018709075,-0.0071150046,0.022609694,0.038552236,0.036419645,-0.04255869
Security Guard,-0.0015354627,-0.00071282906,-0.0067210146,0.004069501,0.0028125076,0.00036668446,0.0043225847,-0.1217365,-0.07603567,-0.12813981,0.0012469195,0.01782371,0.106861554,-0.032764923,0.08658987,-0.030798359
School Bus Driver,-0.0036693767,-0.004848276,-0.010517642,0.015195901,0.008389129,-0.0015121973,-0.005530638,-0.1086271,-0.13730185,-0.062572144,-0.0068598874,0.028492875,0.14006329,-0.04141741,0.12799148,-0.041761905
Home Health Aide,-0.0048521017,-0.0018082787,-0.0075198337,0.0008072188,0.0035157846,-0.003427212,-0.015513164,-0.17238209,-0.029368393,-0.076832995,0.0022073053,0.017331045,0.09077397,0.03525265,0.15675545,-0.08684635
Data Entry Clerk,0.0027359177,0.006592859,0.0019265299,-0.01694062,-0.006754255,0.0020404183,0.01489915,-0.13227895,0.055182487,-0.2023287,0.015587918,-0.004841037,0.019298222,0.010787607,0.0071750665,-0.019008314
Receptionist,0.007392865,0.003946581,0.0039788447,0.0008445277,-0.003496509,0.0061934637,0.032870233,0.023683459,-0.024175001,-0.10887645,0.004685905,0.0030807669,0.010429119,-0.088815846,-0.10776062,0.075371474
Mail Carrier,-0.002708292,-0.0050040768,-0.009238594,0.016891066,0.008438369,-0.0011782722,-0.004652977,-0.0768373,-0.1339313,-0.029714264,-0.007862418,0.02765858,0.12294431,-0.04594664,0.10265383,-0.02795157
Lifeguard,-0.0031848154,-0.00044930223,-0.0076969494,-0.000105486884,0.0022718688,-0.00037567146,0.0010628303,-0.15174966,-0.067690074,-0.15594162,0.0028295172,0.0154486755,0.11506939,-0.018915553,0.114419326,-0.048943073
Office Manager,0.0017350503,0.0049352236,0.0003362528,-0.012265063,-0.0049215998,0.001511143,0.010829007,-0.14096698,0.03176642,-0.18100931,0.013110713,0.00061997137,0.03831214,0.009879101,0.031456895,-0.027128434
Medical Assistant,-0.003742949,0.0006406688,-0.0047284504,-0.007068303,0.000338506,-0.0034480442,-0.013492303,-0.18136457,0.020116733,-0.0964677,0.0071347575,0.011531109,0.0577945,0.058409788,0.13576347,-0.08865221
Maintenance Worker,-0.00011947706,-0.0027412376,-0.0038298941,0.010820523,0.004644685,-0.0002639457,-0.0004777986,-0.04231333,-0.07385647,-0.011833468,-0.003951414,0.016932487,0.06517089,-0.0302086,0.040158264,-0.006178221
Delivery Driver,-0.0047451532,-0.006440821,-0.011705108,0.01911568,0.010288362,-0.002467697,-0.010822014,-0.104544535,-0.15145127,-0.02879512,-0.009777137,0.032386232,0.14659649,-0.03915362,0.14304188,-0.0480567
Call Center Agent,0.0030556829,0.006169824,0.002356018,-0.015074735,-0.0064770305,0.0025477614,0.016724836,-0.11523135,0.03854277,-0.19745073,0.014288793,-0.0053578205,0.023941133,-0.0001589316,-0.0049278648,-0.00764176
Real Estate Agent,0.005822917,-0.0021903384,0.006481377,0.011542702,0.0019329924,0.0026557047,0.012568497,0.16480306,-0.029701486,0.12328872,-0.00841084,-0.0006120248,-0.05500992,-0.06798502,-0.14859809,0.0970756
Teacher's Aide,-0.008505603,-0.008301236,-0.014186187,0.018920617,0.012074881,-0.0051255412,-0.024163026,-0.13725252,-0.14984415,-0.004243769,-0.012120906,0.034694687,0.15799724,-0.010547151,0.20274173,-0.084185325
Cable Installer,-0.0027248517,-0.00054261053,-0.00525844,-0.0010220315,0.0023046979,-0.002044679,-0.005420425,-0.1245186,-0.02645895,-0.09756998,0.00215706,0.012300485,0.068928525,0.0065016947,0.08892299,-0.048836134
Warehouse Worker,-0.0015415536,-0.0039058905,-0.00793162,0.014886758,0.00706007,-0.00027316768,2.9318193e-05,-0.07211507,-0.12713689,-0.051723495,-0.0060412157,0.024319408,0.11759986,-0.050606508,0.08253139,-0.017750315
Painter,0.009926007,0.0040028254,0.0075011873,0.0032121637,-0.004083065,0.007244473,0.037109386,0.094529994,-0.00890409,-0.048689704,0.002916183,-0.00046486253,-0.032329157,-0.10175035,-0.17278264,0.110868126
Licensed Practical Nurse,-0.009681076,-0.006609385,-0.009042885,0.0072902744,0.007900884,-0.0069346167,-0.03550137,-0.12210941,-0.054651223,0.041958988,-0.007302829,0.01587561,0.086390644,0.05524049,0.19168279,-0.10254706
Police Officer,-0.0015904657,-0.0013135695,-0.0069713886,0.0060307486,0.0036302172,-4.598465e-06,0.00234062,-0.11714481,-0.07721671,-0.106794395,2.4563926e-05,0.019830983,0.104399696,-0.031107416,0.08922513,-0.032244302
Firefighter,-0.0062152413,-0.008176871,-0.010965377,0.021635486,0.011476199,-0.0042682323,-0.021494187,-0.07627182,-0.13784741,0.053978223,-0.013153606,0.03149161,0.1213473,-0.017510124,0.14771295,-0.05534114
Truck Driver,-0.0023113429,-0.0042399466,-0.009024856,0.0153969,0.0075560287,-0.00057648704,-0.0010963172,-0.08759891,-0.13203144,-0.06005245,-0.0063881287,0.026818229,0.12802126,-0.05099661,0.097640306,-0.024943141
Paralegal,-0.0056235613,0.00020306089,-0.00667477,-0.008978861,-4.1756775e-06,-0.002013696,-0.0086000785,-0.16999839,-0.009449331,-0.1503277,0.005152473,0.0055565494,0.08383589,0.022161204,0.13648137,-0.07440656
Graphic Designer,0.006405249,0.0028273717,0.0061951517,-2.5120955e-05,-0.0032236087,0.003217472,0.016381063,0.031161405,0.028107401,-0.009322217,0.004627725,-0.00096840103,-0.03737753,-0.030687831,-0.09775336,0.051661152
Reporter,0.010209876,0.0049410975,0.0074282805,0.0009960069,-0.0049544186,0.0077247047,0.040232286,0.0811117,-0.006213109,-0.08136579,0.0047240513,-0.0014317959,-0.026770644,-0.10440709,-0.1720009,0.10984581
Electrician,0.00023484448,-0.007989053,0.0002921144,0.02483706,0.009121697,-0.0027608667,-0.016672885,0.107031375,-0.06627997,0.24484128,-0.016593745,0.0184828,-0.014935716,-0.017995672,-0.020373547,0.02626521
Plumber,0.0009006108,-0.004795846,-0.0023543453,0.017921338,0.0067323716,-0.00019230625,-0.0015812297,0.036289442,-0.09000022,0.07758821,-0.009912712,0.017536972,0.040870126,-0.047201704,-0.00061330316,0.022460952
Welder,0.008589967,0.005035087,0.0063318205,-0.0020559244,-0.005162475,0.0067159445,0.035655875,0.044055086,-0.003386541,-0.10774967,0.0062654405,-0.002578197,-0.012883041,-0.08654995,-0.13864164,0.08794208
Registered Nurse,-0.01158633,-0.0064735296,-0.010150849,0.002099395,0.0074799596,-0.007865218,-0.040127207,-0.15097448,-0.047025055,0.017035063,-0.006144567,0.012761279,0.09275513,0.072048634,0.22369029,-0.12261727
Accountant,0.009861916,0.0033472148,0.007867885,0.004125853,-0.0034058099,0.00685329,0.03563294,0.11175843,-0.009501208,-0.027349109,0.0012804883,-0.0011707367,-0.03993841,-0.100166984,-0.18106908,0.114844956
School Teacher,-0.0019862717,-0.0022137696,-0.0071849837,0.00833287,0.004672351,-0.0007153587,-0.0022165286,-0.11001455,-0.076430224,-0.06971467,-0.0014524682,0.021774888,0.09888118,-0.023720276,0.09805755,-0.037831385
Web Developer,0.0073478706,0.001711509,0.010039329,0.0004453442,-0.002994916,0.002996705,0.017107304,0.13475035,0.04211999,0.06896755,-0.0005625575,-0.009193625,-0.0919121,-0.042380225,-0.17124218,0.09154835
Dental Hygienist,-0.011141607,-0.016885111,-0.007787814,0.037720054,0.018614445,-0.011392095,-0.06257955,0.061525095,-0.12801416,0.4035185,-0.03047626,0.03222432,0.037395347,0.04933104,0.15171935,-0.06644577
Insurance Agent,0.0062597375,-0.0001274872,0.004143037,0.009446968,0.0007581469,0.0037458856,0.019486463,0.08801265,-0.035777356,0.02400634,-0.0035107732,0.004730483,-0.014579917,-0.07369149,-0.11463474,0.07865792
Mechanical Engineer,0.0019299815,-0.004341701,0.002473985,0.0149795655,0.0047795665,-0.0013999242,-0.0086197285,0.07040582,-0.021723554,0.1641055,-0.008649568,0.010888577,-0.028082613,-0.006943123,-0.037986238,0.025556412
Pharmaceutical Sales Representative,0.0034022937,0.008518626,0.0047737383,-0.023462165,-0.009766209,0.0018689382,0.01325024,-0.14438944,0.10382988,-0.20462441,0.020333864,-0.012296446,-0.011398555,0.04141538,-0.0043146173,-0.026397992
Real Estate Broker,0.0052212994,-0.0026927306,0.0049188584,0.013476451,0.0029398045,0.0022557415,0.010415322,0.14447552,-0.043547716,0.118954435,-0.008787167,0.0032400233,-0.037615333,-0.0657736,-0.12479494,0.08556816
Journalist,0.008356538,0.0024612385,0.005864779,0.005762058,-0.0022476304,0.005758054,0.029349715,0.08161391,-0.013839165,-0.017489953,0.0008554075,0.003491163,-0.025557803,-0.08765964,-0.14137582,0.09279854
Software Engineer,0.0032188091,-0.0046622567,0.004497816,0.016261466,0.0047633597,-0.00065154,-0.0046594087,0.13118899,-0.019320078,0.20144379,-0.011327423,0.007883153,-0.054665662,-0.025101678,-0.08496269,0.054537833
Pharmacist,-0.011068621,-0.01685021,-0.0078633865,0.03773679,0.018625172,-0.011282495,-0.06197834,0.061163,-0.12947132,0.40016058,-0.030461865,0.03239461,0.0388742,0.047355536,0.1514923,-0.06568026
Physical Therapist,-0.013356059,-0.016387055,-0.007163977,0.030754076,0.017046038,-0.012284011,-0.066793606,0.051180948,-0.10511229,0.3761171,-0.028841395,0.021809932,0.032098718,0.07060879,0.16813417,-0.08115577
Architect,0.010775171,0.005261707,0.00774881,0.0013466855,-0.00530293,0.008272291,0.042675674,0.085192755,-0.0073994785,-0.085496895,0.005047394,-0.0011044013,-0.027267678,-0.111128464,-0.1806666,0.11597504
Veterinarian,-0.009328302,-0.01406649,-0.009490924,0.033383522,0.016685294,-0.008882718,-0.04796086,0.009093734,-0.1379867,0.28014278,-0.024808517,0.034112196,0.07277687,0.022751026,0.15432665,-0.063542314
Marketing Manager,0.0029169682,0.0075622867,0.0046117115,-0.021450762,-0.008867765,0.0011469229,0.008716239,-0.1480599,0.10067444,-0.17691399,0.019351268,-0.009896637,-0.01146155,0.050777785,0.0068264008,-0.032820772
Environmental Scientist,0.0044310656,-0.0036887925,0.008093991,0.011821429,0.0027683033,0.00019315824,-0.0010547013,0.18415388,0.0022581576,0.21983609,-0.010761094,-0.00185398,-0.09227837,-0.028849514,-0.13766746,0.081261076
Financial Analyst,0.006543131,-0.0008108662,0.008268936,0.007699189,0.0001610936,0.0026502719,0.0128706135,0.154514,0.0035420733,0.11957855,-0.0055944556,-0.003263077,-0.07527284,-0.052313853,-0.15685467,0.09351893
Civil Engineer,0.0013089721,-0.0064084884,0.0007313617,0.021506447,0.007532998,-0.0016988575,-0.010646081,0.093475804,-0.05795644,0.19880322,-0.013434068,0.016027555,-0.0124472035,-0.022997653,-0.030772904,0.030629693
Occupational Therapist,-0.012655275,-0.013738396,-0.0074311937,0.023299195,0.0144126555,-0.011053134,-0.05955188,0.0033025625,-0.085933775,0.28600004,-0.02278504,0.018260237,0.04376505,0.0722005,0.17682055,-0.08954915
Attorney,0.010468336,0.0044633853,0.007654183,0.0030009209,-0.004449492,0.0077613434,0.039918523,0.093813084,-0.009893382,-0.062105764,0.0035598804,-0.0004999858,-0.030129163,-0.10742628,-0.17930268,0.115126714
Dentist,0.009951869,0.0047686207,0.006943532,0.0015924982,-0.004681878,0.007726063,0.040053982,0.07567448,-0.013409321,-0.08646726,0.004492514,-0.0005395188,-0.01901803,-0.1062168,-0.16518785,0.10770214
Optometrist,-0.008648038,-0.015135847,-0.0057624048,0.035319082,0.016654167,-0.009645359,-0.053333055,0.07746018,-0.11185928,0.38067606,-0.02791581,0.029244117,0.021066224,0.036195915,0.11123306,-0.04512585
Podiatrist,-0.010755209,-0.016656362,-0.0075638113,0.03764842,0.018362237,-0.011166132,-0.061498415,0.063215695,-0.12687121,0.4016602,-0.03008815,0.032003306,0.035922054,0.048115958,0.14678222,-0.06408111
Actuary,0.00872649,0.001354396,0.006739685,0.008573841,-0.001049465,0.00550725,0.028388072,0.12173701,-0.019181255,0.022259815,-0.0023342208,0.0017796996,-0.0386533,-0.0904106,-0.16507731,0.10610459
Political Scientist,0.0056335744,-0.0022236186,0.008303663,0.010364892,0.0013752014,0.0015175369,0.006215096,0.17119671,0.006314724,0.17635119,-0.008196537,-0.0015081884,-0.08705916,-0.041555293,-0.14976051,0.08866703
Aerospace Engineer,0.0012159944,-0.0069178524,0.003219641,0.020304287,0.0071085235,-0.0022198418,-0.013845667,0.13970798,-0.03678267,0.2531593,-0.0153298825,0.0106340945,-0.048251268,-0.015912956,-0.059367105,0.043200277
Human Resources Manager,0.0019002698,0.007598016,0.0035601452,-0.023040809,-0.008979027,0.00053749955,0.00572954,-0.18035835,0.102558926,-0.19487645,0.020540135,-0.008670356,0.00043459522,0.063110955,0.03520644,-0.050290495
Economist,0.0062400494,-0.0019026208,0.0051277345,0.014750532,0.002365081,0.00280093,0.01318468,0.12874933,-0.032148603,0.115328714,-0.0075665945,0.007907542,-0.03917087,-0.06774055,-0.12502158,0.08431475
Biomedical Engineer,0.00071492634,-0.0074518737,0.0024551603,0.021821205,0.007853229,-0.0026162101,-0.01597981,0.1331299,-0.044031333,0.25978673,-0.016122896,0.012856161,-0.041136783,-0.014082417,-0.0470433,0.03728391
Surgeon,0.009946021,0.0043240115,0.0073721935,0.0023607514,-0.0043306057,0.007424666,0.038618565,0.0880543,-0.01051656,-0.06633941,0.003439309,-0.0008475428,-0.02725786,-0.1037203,-0.17181595,0.1104101
Psychiatrist,0.010401583,0.004558692,0.0076401597,0.002634922,-0.0045926976,0.0077866935,0.040036023,0.09165486,-0.008858981,-0.06485368,0.0037238484,-0.0005368656,-0.02991164,-0.10726541,-0.17774196,0.1142589
Pediatrician,-0.0050509796,-0.012429234,-0.0038968625,0.032251578,0.013987857,-0.0066429665,-0.03749882,0.08819642,-0.10413158,0.32011268,-0.023908388,0.026490994,0.014883194,0.007247873,0.06117878,-0.01506471
Obstetrician and Gynecologist,-0.010738974,-0.016131612,-0.007919288,0.036027137,0.017960202,-0.010815391,-0.05916596,0.049943883,-0.12692554,0.37320095,-0.028945515,0.031694543,0.043386705,0.04444835,0.15126814,-0.06564115
Orthodontist,-0.010509114,-0.015927004,-0.0068121203,0.034998167,0.017355414,-0.01075092,-0.059076864,0.06475755,-0.11592679,0.383496,-0.028804256,0.028511796,0.030291587,0.047663152,0.13801259,-0.06046
Prosthodontist,-0.01075521,-0.016656363,-0.0075638113,0.037648425,0.018362237,-0.011166132,-0.061498415,0.063215695,-0.12687123,0.40166023,-0.03008815,0.03200331,0.035922058,0.048115958,0.14678223,-0.06408112
Physician,0.010301023,0.004857122,0.007407108,0.0017202,-0.004859494,0.0079031885,0.040893808,0.08304404,-0.011003838,-0.081693396,0.0044485093,-0.00095106574,-0.02409811,-0.108117476,-0.17402196,0.11241126
Chief Executive Officer,0.0018387547,0.0049774204,0.004492582,-0.015974019,-0.0064580715,-0.0005893241,-0.0017447465,-0.12449984,0.09472949,-0.08990163,0.0149917705,-0.0064002546,-0.023387713,0.066744074,0.01813685,-0.039410915
Anesthesiologist,-0.010153203,-0.015486508,-0.0072304355,0.03463741,0.017277371,-0.010694787,-0.05793759,0.050958652,-0.11511695,0.37168005,-0.02785919,0.031025197,0.033946116,0.048193682,0.14257483,-0.064048395
Oral and Maxillofacial Surgeon,-0.011001642,-0.01681523,-0.007560582,0.037635386,0.01849737,-0.0113650365,-0.06244859,0.06337294,-0.12514357,0.4061682,-0.030357692,0.032028638,0.034484256,0.05003475,0.14884204,-0.065456256
Tech Company Founder,0.007788341,0.002632045,0.009759137,-0.00064882956,-0.0038746865,0.0043832557,0.023382887,0.12810081,0.027470805,0.025159802,0.0008699619,-0.010045799,-0.07606051,-0.060195334,-0.17689055,0.100378945
Professional Athlete,0.006354914,-1.953556e-05,0.006719133,0.008478789,-0.0007291827,0.004462477,0.02028868,0.1744142,-0.015637623,0.085722536,-0.005540942,-0.004667992,-0.06297209,-0.088001624,-0.1745475,0.112182066
Movie Star,0.00801842,0.00078184786,0.008216659,0.007951168,-0.0014577986,0.0049187434,0.023838751,0.16116178,-0.004747476,0.0746008,-0.003675371,-0.0027043282,-0.0671327,-0.08501384,-0.18289685,0.114369676
Top Executive at Fortune 500 Company,0.0059838076,-0.00059490785,0.010565094,0.0036492245,-0.0011216576,0.0018443015,0.008099109,0.18178749,0.032360397,0.15699784,-0.005136604,-0.0105906995,-0.108950116,-0.03328636,-0.17309083,0.09534685
Successful Author,0.0077495873,1.3587963e-05,0.009009401,0.008560386,-0.00092793594,0.0041672867,0.019971294,0.17462203,0.0019791897,0.10904651,-0.0051085064,-0.0033649828,-0.079633854,-0.075358264,-0.18578497,0.11394617
Top Surgeon Specialist,-0.007008987,-0.006375007,-0.0051067616,0.009041281,0.0076128114,-0.007650991,-0.03635002,-0.07343273,-0.021584477,0.1238023,-0.008398024,0.017765228,0.030910643,0.070231095,0.13765931,-0.083631694
Venture Capitalist,0.009324048,0.0040227612,0.009832194,-0.0012361355,-0.004928266,0.005631424,0.030123504,0.11026589,0.031488746,-0.010425042,0.0033613103,-0.0076160533,-0.07032461,-0.06957209,-0.18429816,0.104419746
International Lawyer,0.008536818,0.00048605414,0.008278783,0.009562629,-0.0009145151,0.0049059675,0.023949437,0.15494283,-0.0053904178,0.08289627,-0.0042374614,0.0005510107,-0.06580637,-0.08437295,-0.18010466,0.11345607
Major Real Estate Developer,0.0042796596,-0.0028890395,0.006364062,0.0115474025,0.002325145,0.0013589761,0.0052502337,0.16299687,-0.018022485,0.15781075,-0.009388589,-0.00079664815,-0.064191654,-0.050499935,-0.13141662,0.08388002
Financial Market Trader,0.0062677013,0.0036127847,0.009304006,-0.0071682413,-0.0050443234,0.00275953,0.015157057,0.069582224,0.06206084,0.008933282,0.005225791,-0.012133098,-0.07863898,-0.015563244,-0.13238816,0.06258377
