,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Retail Sales Associate,-0.06611123,-0.0111381905,-0.020462228,-0.0660502,-0.05923667,-0.09208078,-0.0013501552,0.0064054187,0.023350107,-0.14096336,0.055939686,-0.051255528,0.05295397,-0.013775574,0.003838347,-0.18532115
Barista,-0.23098487,0.0070549236,-0.13213348,0.044171132,0.08984078,-0.17184485,0.050660867,0.02980915,0.00452502,0.00283174,0.037034977,-0.15300904,-0.01979552,0.051143352,-0.0034249718,-0.038367264
Waiter/Waitress,-0.16413356,-0.0020900776,-0.10351669,0.03506133,0.08528789,-0.13432133,0.03692537,0.01409013,0.011792971,-0.007813006,0.058150142,-0.13229324,-0.0056554303,0.042071797,-0.0035631468,-0.06578799
Dishwasher,-0.08523986,-0.010756186,-0.08834606,0.065515295,0.11747362,-0.048326194,0.023514785,-0.010213333,0.010332245,0.05234217,0.04290073,-0.10161411,-0.017191656,0.05569682,-0.0060489285,0.008934862
Janitor,-0.19401704,0.00039044197,-0.12062333,0.045065865,0.09321289,-0.14253359,0.042221006,0.019902756,0.008570511,0.0036644135,0.044874873,-0.14227824,-0.014180479,0.05034246,-0.0035415732,-0.041415513
Taxi Driver,-0.084583916,-0.012881817,-0.06717695,0.01310793,0.065343484,-0.09982652,0.019728838,-0.004231306,0.022357833,-0.035878737,0.0841532,-0.10823183,0.017622072,0.028466385,-0.0035213688,-0.11628652
Library Assistant,-0.13626431,-0.00958684,-0.0782689,-0.01143105,0.018353118,-0.11061703,0.016723817,0.01494609,0.02002418,-0.08274829,0.054926217,-0.09859294,0.024461713,0.0171413,0.0016728591,-0.12570414
Hotel Front Desk Clerk,-0.1028137,-0.010329169,-0.05690345,-0.0191459,0.015723223,-0.11255788,0.016019586,0.00064065255,0.021338947,-0.08121835,0.06970192,-0.09442148,0.02960004,0.017305007,9.578519e-05,-0.1408824
Administrative Assistant,-0.1549006,-0.0061360924,-0.0779207,-0.027187826,-0.009891447,-0.12350171,0.016352916,0.027717527,0.0183993,-0.108818606,0.045490794,-0.093286626,0.029186212,0.0055199624,0.0037717687,-0.14207652
Bank Teller,-0.05440985,-0.014134715,-0.038365755,-0.016712891,0.019395009,-0.08177124,0.008678221,-0.010752685,0.02269834,-0.0675927,0.07361604,-0.07826218,0.031511288,0.015759235,-0.0008419869,-0.1324648
Customer Service Representative,-0.10358113,-0.009600611,-0.038341813,-0.06320969,-0.049653556,-0.12222688,0.0060464717,0.013759078,0.02424935,-0.14965472,0.064702146,-0.07315251,0.051970083,-0.01040215,0.0041151936,-0.2015084
Security Guard,-0.10021567,-0.011576225,-0.05736685,-0.021220075,0.012405476,-0.1073846,0.013790133,-0.00023701024,0.022562236,-0.08490389,0.067940064,-0.09198724,0.031985402,0.016659234,0.0003199637,-0.14233705
School Bus Driver,-0.08152419,-0.0123091955,-0.06860555,0.022994509,0.07703164,-0.09324627,0.020825813,-0.004198978,0.020549435,-0.019590773,0.08154744,-0.10865933,0.011529629,0.03133626,-0.004227019,-0.09902121
Home Health Aide,-0.16271977,-0.006708342,-0.10955479,0.0325352,0.0698143,-0.099186756,0.025754623,0.025337007,0.013759178,-0.024410533,0.041169655,-0.11355162,-0.0016940515,0.03196191,-0.00073528924,-0.05882784
Data Entry Clerk,-0.047632866,-0.01354104,-0.014345323,-0.060219184,-0.043513983,-0.08204282,-0.0022258933,-0.008278096,0.024653744,-0.12463186,0.06158045,-0.052434027,0.052009035,-0.0048906873,0.0026868582,-0.17517656
Receptionist,0.08263227,-0.01982907,0.05476607,-0.07826255,-0.07523388,0.0005367627,-0.024115808,-0.045220494,0.023468632,-0.10508873,0.04850328,0.0129820965,0.061057933,-0.011001004,0.0020576154,-0.14147553
Mail Carrier,-0.045758713,-0.015970796,-0.05265227,0.020659404,0.07338754,-0.064386435,0.013532609,-0.020691052,0.021129306,-0.011460831,0.07542645,-0.09246492,0.014160097,0.035922393,-0.00430328,-0.08391417
Lifeguard,-0.13942668,-0.009158088,-0.07392764,-0.02525117,0.009824925,-0.13412775,0.019348582,0.008803556,0.023873858,-0.097138144,0.067944944,-0.10700527,0.033154137,0.016762288,0.00037888953,-0.1561079
Office Manager,-0.08203455,-0.01240846,-0.03494857,-0.053565342,-0.036884915,-0.09901918,0.003153054,0.002517298,0.024221938,-0.12748511,0.06014224,-0.06724994,0.04826938,-0.0015967352,0.0032587247,-0.17462493
Medical Assistant,-0.16353308,-0.004304732,-0.102261655,0.02491423,0.054869372,-0.09182724,0.022808878,0.028648484,0.0108304685,-0.032817904,0.029976945,-0.1004406,-0.0017335995,0.025548896,0.0024324907,-0.054638132
Maintenance Worker,-0.02683935,-0.016351005,-0.03630699,0.0005604079,0.031312548,-0.037808713,0.0030703053,-0.01797818,0.019053381,-0.034838825,0.053221054,-0.060179397,0.021384187,0.02304688,-0.0016390689,-0.079442784
Delivery Driver,-0.08660306,-0.010811027,-0.078014344,0.040298548,0.09832235,-0.08615917,0.024236837,-0.0024723313,0.017714696,0.006477585,0.0766727,-0.112187885,0.00083872036,0.037450634,-0.0052676857,-0.07044439
Call Center Agent,-0.02634629,-0.014123621,0.0007949748,-0.07275046,-0.06101606,-0.07736043,-0.006559625,-0.009185174,0.025866073,-0.13856652,0.06525623,-0.040744852,0.05917049,-0.014015319,0.0032402326,-0.19245307
Real Estate Agent,0.18707813,-0.022812953,0.07902073,-0.026826287,-0.037127674,0.12882413,-0.037164498,-0.069527164,0.010566593,0.019121686,-0.0020956374,0.07124415,0.027951567,0.007710137,-0.0020417864,0.023811692
Teacher's Aide,-0.16238013,-0.0033378091,-0.118168496,0.061789647,0.11155415,-0.104876086,0.03666107,0.015080035,0.008186734,0.03084672,0.040733166,-0.12959889,-0.020370081,0.052592363,-0.0045097177,-0.011696947
Cable Installer,-0.10400791,-0.0080311475,-0.06968212,0.011508762,0.053895567,-0.09047186,0.019057795,0.00317777,0.016342888,-0.029598331,0.05785703,-0.09562607,0.010932769,0.025233729,-0.002351517,-0.0868966
Warehouse Worker,-0.04228462,-0.015243818,-0.044539683,0.006651102,0.05503945,-0.073060624,0.011664023,-0.015020682,0.02249219,-0.03384615,0.08187479,-0.08781003,0.021708168,0.024344806,-0.0033450166,-0.111882016
Painter,0.16174598,-0.024972524,0.08952669,-0.07991415,-0.088091925,0.06479286,-0.039018854,-0.06651509,0.021657908,-0.08241062,0.031405013,0.054160945,0.062174413,-0.011053796,0.0013898066,-0.10188371
Licensed Practical Nurse,-0.14357026,-0.0041717035,-0.10693047,0.056885447,0.08135241,-0.058561172,0.025159203,0.024157226,0.0052893334,0.029216766,0.0069233365,-0.09228929,-0.021607872,0.039900772,-0.0036228355,0.023740187
Police Officer,-0.093930125,-0.011093179,-0.058120612,-0.012762042,0.022487653,-0.101960786,0.0148115335,0.001161826,0.0214957,-0.07130118,0.068545505,-0.09172172,0.02725802,0.017199129,-0.00076766073,-0.13127875
Firefighter,-0.053141717,-0.0138466,-0.069019124,0.047898646,0.094346166,-0.042929724,0.016269974,-0.012897279,0.014036917,0.025846401,0.05360638,-0.08871848,-0.0041928636,0.04446855,-0.005318018,-0.024072168
Truck Driver,-0.06239223,-0.013052464,-0.052804478,0.007694506,0.05651877,-0.08645118,0.01583094,-0.010692992,0.021450233,-0.034598786,0.080382995,-0.0955507,0.019432498,0.026254518,-0.003260248,-0.11112843
Paralegal,-0.20055005,0.010967552,-0.06617124,-0.036815092,-0.02630451,-0.15474476,0.02946892,0.04121451,0.00798919,-0.086658,0.018910632,-0.08190879,0.016065352,-0.0021736005,0.0034377605,-0.102147296
Graphic Designer,0.07779238,-0.0209643,0.028879957,-0.037072867,-0.03974293,0.040910993,-0.023379091,-0.03813789,0.016756598,-0.05207789,0.020866767,0.015773606,0.03763192,0.0027702411,0.00052791415,-0.061964136
Reporter,0.15185902,-0.023734907,0.09046605,-0.08834198,-0.09496793,0.051185627,-0.037877344,-0.06379528,0.022914736,-0.0952546,0.03654996,0.0507118,0.066314235,-0.015155702,0.002022156,-0.12036784
Electrician,0.12405129,-0.02531309,0.00786739,0.04680021,0.056375757,0.12774037,-0.021593774,-0.059899706,0.0055403016,0.08189663,-0.009889712,0.021206629,-0.007286329,0.04623234,-0.004988256,0.09912345
Plumber,0.05378691,-0.022059955,-0.0069302446,0.013451927,0.042046383,0.02568972,-0.008418191,-0.043251205,0.016882202,0.0079774875,0.04261075,-0.029222451,0.016162677,0.031468958,-0.0037274256,-0.027941775
Welder,0.11675137,-0.021345746,0.074815966,-0.088752925,-0.09110839,0.02050204,-0.03135982,-0.052484117,0.024007313,-0.10852689,0.0455246,0.031918876,0.06689125,-0.017138239,0.0023480407,-0.14333394
Registered Nurse,-0.20110354,0.004408983,-0.124524415,0.057407852,0.07237723,-0.08858934,0.035630174,0.044404138,0.0009210733,0.03558942,-0.015305984,-0.098970085,-0.031349897,0.03666152,-0.0042846384,0.043496676
Accountant,0.17059866,-0.025098164,0.09349643,-0.07994327,-0.09047207,0.07587676,-0.041100245,-0.067749515,0.020867428,-0.076776825,0.026015142,0.061742492,0.061277572,-0.0115751745,0.0016149033,-0.09168735
School Teacher,-0.09386351,-0.011902338,-0.0678155,0.0066457433,0.044373233,-0.08363252,0.015397705,0.0008934337,0.01930466,-0.041131303,0.05840356,-0.09223949,0.016601391,0.025790565,-0.0018103732,-0.09330744
Web Developer,0.20049879,-0.022635216,0.10269166,-0.06263575,-0.08313712,0.12347104,-0.044251647,-0.07366224,0.013048953,-0.021531029,-0.0044915723,0.08937498,0.04548685,-0.0055059358,-0.00020555941,-0.014507894
Dental Hygienist,0.09132735,-0.022338336,-0.030350918,0.10379514,0.12040324,0.1471078,-0.011696628,-0.053523216,-0.004217192,0.14891605,-0.030253984,0.0046284823,-0.040449575,0.07091714,-0.006699735,0.19085799
Insurance Agent,0.12543581,-0.02303827,0.055576894,-0.045938905,-0.045742355,0.060434073,-0.029299533,-0.054095466,0.018487478,-0.04407722,0.028720913,0.031818427,0.04373029,0.0008450459,0.00018219846,-0.06439874
Mechanical Engineer,0.080566436,-0.022194376,-0.0011295297,0.024085427,0.028299686,0.084536746,-0.017682172,-0.04186036,0.008211498,0.034788348,-0.0024356951,0.008474845,0.003951925,0.032369323,-0.002860528,0.045978088
Pharmaceutical Sales Representative,-0.046529572,-0.01218011,-0.010891959,-0.06708063,-0.06215012,-0.07904169,-0.004672033,0.001982344,0.023110388,-0.13729733,0.05459804,-0.041831773,0.053684186,-0.015107794,0.0036862625,-0.180369
Real Estate Broker,0.16203694,-0.02315703,0.062371515,-0.01879383,-0.019735722,0.10830779,-0.031532582,-0.06667462,0.012306654,0.017376646,0.007987322,0.050374966,0.026087316,0.013780419,-0.0024463134,0.012497753
Journalist,0.14464949,-0.02477944,0.073300496,-0.06390382,-0.069488786,0.06501219,-0.034832247,-0.063249454,0.019937063,-0.06378412,0.027412154,0.044455033,0.05335979,-0.002775851,0.0006793387,-0.079480164
Software Engineer,0.15577354,-0.025188418,0.038803913,0.015513204,0.013053562,0.13844357,-0.030435119,-0.065491006,0.0069893054,0.05715637,-0.014468295,0.04853814,0.0070697404,0.031333137,-0.0036157756,0.076995015
Pharmacist,0.08787052,-0.022175835,-0.032667186,0.10497687,0.1224465,0.14430988,-0.010797858,-0.052564923,-0.00418524,0.14954323,-0.029367037,0.0020532236,-0.040965836,0.07144663,-0.0068336083,0.1900365
Physical Therapist,0.04964206,-0.019520953,-0.047739875,0.10294294,0.11745768,0.121320926,-0.0059686825,-0.03620905,-0.0038149252,0.13390696,-0.028863285,-0.011736316,-0.040916063,0.06640039,-0.0062768552,0.17593694
Architect,0.15686733,-0.024079565,0.09377025,-0.090892576,-0.09847545,0.052551042,-0.03898193,-0.06466678,0.02313663,-0.09907646,0.0371157,0.053228512,0.06786987,-0.01649908,0.002189844,-0.1238492
Veterinarian,0.042853698,-0.017992098,-0.04485611,0.09136754,0.11964284,0.086345546,-0.00035884493,-0.039411295,0.00036775463,0.123854235,-0.005548336,-0.026471416,-0.033517033,0.06393035,-0.007201304,0.13343614
Marketing Manager,-0.084902614,-0.010998014,-0.035463892,-0.055569176,-0.050653636,-0.093357265,0.001416544,0.011851255,0.021448167,-0.13442333,0.04822705,-0.058466163,0.04683101,-0.008501618,0.003940477,-0.16895138
Environmental Scientist,0.21114992,-0.025983414,0.07159175,0.004600325,-0.010685607,0.17789896,-0.040590577,-0.076408654,0.0046513453,0.06721959,-0.027064126,0.083896875,0.009818026,0.023990782,-0.0037334675,0.09740554
Financial Analyst,0.19420469,-0.02479282,0.083144836,-0.033955302,-0.049107365,0.13377863,-0.041023403,-0.070141524,0.01152135,0.004753032,-0.0037979751,0.076929346,0.03263822,0.0047192723,-0.0014170264,0.013829364
Civil Engineer,0.10098045,-0.02445085,0.0016101965,0.036550008,0.049193673,0.100165956,-0.018367324,-0.052720163,0.008601425,0.058624845,0.0015931359,0.008488214,-0.0006103822,0.04090197,-0.0043207756,0.06401385
Occupational Therapist,-0.010458576,-0.015152629,-0.069779575,0.09540152,0.11389881,0.07302926,0.0034717012,-0.017273668,-0.0017726788,0.11102534,-0.02081595,-0.037334025,-0.038249146,0.06130416,-0.00569531,0.14182469
Attorney,0.16079941,-0.02430415,0.09346286,-0.08686954,-0.095290065,0.060625795,-0.039537255,-0.065891124,0.022185009,-0.090829484,0.033122092,0.05616284,0.06527498,-0.014522663,0.0020658246,-0.11184604
Dentist,0.14484294,-0.023832893,0.08523243,-0.084921,-0.088544324,0.044828597,-0.035997763,-0.06239229,0.023351522,-0.0952977,0.040308062,0.043985236,0.06534821,-0.013420686,0.0018391699,-0.123782516
Optometrist,0.10916773,-0.02345886,-0.017599829,0.092317805,0.10417834,0.15499273,-0.016206164,-0.056824524,-0.003158581,0.13870138,-0.031137804,0.015969442,-0.03433683,0.065503694,-0.006214831,0.18136217
Podiatrist,0.10049288,-0.023369769,-0.024653656,0.099213466,0.113732405,0.15279019,-0.014301707,-0.056465283,-0.0035187623,0.14340177,-0.030719198,0.010090805,-0.037425477,0.06942307,-0.006258703,0.1878354
Actuary,0.1645076,-0.026328562,0.077326916,-0.058451325,-0.06585135,0.087374546,-0.038874872,-0.066431224,0.019097162,-0.052525166,0.020158138,0.05450661,0.05075166,-0.0014158947,0.00092366105,-0.061408095
Political Scientist,0.20975012,-0.025089389,0.07887303,-0.0090814615,-0.025795735,0.1655889,-0.041095853,-0.07639216,0.006301968,0.048859686,-0.021982975,0.08483315,0.017033467,0.01804766,-0.0032212173,0.07431022
Aerospace Engineer,0.15476112,-0.025480017,0.027605008,0.037409157,0.036482826,0.15267472,-0.028527979,-0.0645899,0.0038676988,0.083852366,-0.02126044,0.045708124,-0.004781115,0.039761387,-0.0046275337,0.11166283
Human Resources Manager,-0.13046196,-0.007697161,-0.05672277,-0.05199785,-0.042547923,-0.12312542,0.0093747545,0.024138754,0.021257645,-0.14082907,0.051196948,-0.07894733,0.04372282,-0.0068690176,0.004697656,-0.17870292
Economist,0.17327534,-0.02628612,0.06402833,-0.0195152,-0.023568012,0.120668195,-0.03578262,-0.07106435,0.012573529,0.009787807,0.00297649,0.055093333,0.027850894,0.016890828,-0.0018957919,0.014857675
Biomedical Engineer,0.15320167,-0.025125213,0.024757424,0.042880412,0.042883206,0.15431458,-0.027457738,-0.06449145,0.0028597924,0.09125726,-0.022872316,0.044046618,-0.008085907,0.04241571,-0.004939631,0.12057938
Surgeon,0.15554406,-0.024448616,0.08910948,-0.08465924,-0.09152924,0.056282554,-0.03838533,-0.064674385,0.02261388,-0.091004245,0.0349265,0.05122965,0.06484282,-0.013282257,0.0019150481,-0.114287555
Psychiatrist,0.15930784,-0.024798587,0.090923116,-0.08460917,-0.09201552,0.060001574,-0.03917548,-0.06589592,0.022471325,-0.08991007,0.033980403,0.053561926,0.06475967,-0.013077305,0.0018748451,-0.11160639
Pediatrician,0.115046434,-0.025098259,-0.008118532,0.072839335,0.08662607,0.13800256,-0.01760495,-0.060163453,0.0018288644,0.112879924,-0.016827319,0.012663169,-0.021306176,0.059516065,-0.0060239276,0.1395306
Obstetrician and Gynecologist,0.0736493,-0.020417232,-0.03767759,0.1049806,0.12369201,0.13303572,-0.0077660973,-0.04766397,-0.0043172697,0.14801316,-0.027867075,-0.00409358,-0.042052597,0.07039601,-0.006913023,0.18578789
Orthodontist,0.08540373,-0.021363933,-0.030954184,0.101007156,0.11569549,0.1420026,-0.010916352,-0.04966832,-0.0043098233,0.14502184,-0.030973967,0.0034940708,-0.039864905,0.06848624,-0.00669981,0.18688102
Prosthodontist,0.1004708,-0.023380274,-0.024664203,0.099185765,0.11372621,0.15273646,-0.01430114,-0.056471564,-0.0035010076,0.14332674,-0.030663714,0.0100514125,-0.037394494,0.069420435,-0.0062574954,0.18771565
Physician,0.15229096,-0.02392014,0.0904179,-0.088995546,-0.09556448,0.04970383,-0.037934847,-0.06341516,0.023205003,-0.09803065,0.03799396,0.050009664,0.06708993,-0.015738606,0.0020785874,-0.12422782
Chief Executive Officer,-0.11079535,-0.0073890723,-0.062932625,-0.018878791,-0.01262048,-0.079395466,0.008655013,0.022847138,0.014087725,-0.084587015,0.027708309,-0.06539187,0.0228509,0.0032573089,0.0030013795,-0.10222954
Anesthesiologist,0.080287404,-0.020700647,-0.032406554,0.100533,0.11711804,0.13765703,-0.010043926,-0.049252514,-0.00435544,0.1435266,-0.029805785,0.0017342314,-0.040020265,0.06837324,-0.0060642962,0.1836943
Oral and Maxillofacial Surgeon,0.09714131,-0.022775352,-0.02735212,0.10276096,0.117500745,0.15307191,-0.013356942,-0.05471209,-0.004460106,0.14827463,-0.032430533,0.009079614,-0.039981313,0.07017865,-0.006480644,0.19347982
Tech Company Founder,0.19661841,-0.022570567,0.10922903,-0.07823953,-0.09810566,0.103910014,-0.04431015,-0.07296154,0.016002808,-0.04887098,0.008058497,0.08527659,0.05514052,-0.012750763,0.0005488518,-0.05185567
Professional Athlete,0.222145,-0.014677149,0.121683456,-0.05348797,-0.099479474,0.13094541,-0.039031606,-0.07298099,0.00014740319,0.014573865,-0.035880655,0.10828377,0.028671911,-0.003602772,-0.0031400092,0.0504619
Movie Star,0.21488307,-0.022163147,0.11021847,-0.058183145,-0.08177571,0.12855987,-0.043649435,-0.07931158,0.01067094,-0.010975617,-0.007975331,0.09285369,0.04159007,-0.0017816697,-0.0012138939,0.001514072
Top Executive at Fortune 500 Company,0.21674663,-0.022924509,0.09294333,-0.02580819,-0.04692339,0.15982461,-0.042909402,-0.075491436,0.006945855,0.035006348,-0.020654883,0.09435993,0.024007011,0.008045858,-0.0027361528,0.056185525
Successful Author,0.22468297,-0.024479121,0.10802323,-0.050045133,-0.070433505,0.14753431,-0.046443384,-0.08315841,0.010935138,0.0016686273,-0.009834823,0.09701277,0.038798165,0.0020106463,-0.0011894361,0.016377656
Top Surgeon Specialist,-0.057067286,-0.010426247,-0.07586594,0.07041039,0.09495016,0.022478245,0.008685196,-0.0043465616,0.0012870446,0.06332756,-0.005776297,-0.05218588,-0.027226254,0.047583006,-0.0005283401,0.07729832
Venture Capitalist,0.17958707,-0.022917904,0.1025679,-0.084219925,-0.10133779,0.08583547,-0.04273745,-0.06840619,0.018536538,-0.068420134,0.015239274,0.07482557,0.05998069,-0.014610983,0.0013355805,-0.076614276
International Lawyer,0.20801698,-0.027198886,0.103138246,-0.06371356,-0.08006798,0.12187704,-0.046292167,-0.0806771,0.016247645,-0.03672284,0.0073485654,0.082594484,0.05074496,-0.0020838212,0.00025716817,-0.03308235
Major Real Estate Developer,0.18074125,-0.0229871,0.06450949,-0.002155966,-0.008918756,0.14048538,-0.033663668,-0.07171948,0.007036077,0.05246679,-0.01147839,0.06457596,0.014085234,0.021630472,-0.0037456397,0.06562923
Financial Market Trader,0.14111109,-0.020415531,0.07126074,-0.05607258,-0.073317885,0.08121136,-0.034781005,-0.050395917,0.01433424,-0.043859523,0.0074304496,0.05860183,0.043243337,-0.008667051,0.00045200685,-0.045414
