,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Plumber,-0.066131674,-0.0172508,0.00396226,-0.0010912373,0.012610228,0.02025353,0.017629912,0.08680789,-0.046808083,0.04409524,0.02980682,0.02592981,0.07626195,0.05863433,0.04840028,-0.0027147026
Welder,-0.07502815,0.10478446,-0.054320846,0.11641425,0.00081137824,-0.022609914,-0.026492368,0.06499164,-0.025563546,0.030764496,0.11550353,0.038417436,-0.10796485,0.079742186,0.09877688,-0.056125462
Registered Nurse,-0.05167491,-0.11241451,0.053970702,-0.15740997,-0.015999567,0.035698168,0.033511654,0.029252732,0.01053659,-0.048081134,-0.09505711,-0.034436148,0.12673092,-0.05769593,-0.10799436,0.06616326
Accountant,-0.15803269,0.11543433,-0.036547445,0.07715863,-0.009911951,0.02181814,-0.009130224,0.12345767,-0.0703109,0.037850376,0.097753234,0.032238226,-0.052245185,0.093352094,0.08293696,-0.040772136
School Teacher,0.029213643,-0.055687748,-0.007205745,0.0039967773,0.01820505,-0.03154579,-0.001559602,-0.0033410026,0.021501139,0.005317031,0.019226711,0.01660303,0.012348539,0.012493402,0.023493022,-0.0038682902
Web Developer,-0.16079058,0.13489923,-0.043246854,0.09326517,-0.015143837,0.024438562,-0.013916892,0.1244831,-0.085298024,0.038935475,0.10641922,0.033203375,-0.07086384,0.09567676,0.08865095,-0.048202682
Dental Hygienist,-0.12785934,-0.07974425,0.06877945,-0.15383592,-0.005427812,0.087160595,0.05924809,0.116486624,-0.044216532,0.012436165,-0.07930269,-0.015238792,0.2200808,0.004082142,-0.060644533,0.06549527
Insurance Agent,-0.13577382,0.065993816,-0.017831722,0.0397225,-0.004404446,0.029798651,0.003671058,0.11798201,-0.0718346,0.03991537,0.06651924,0.027501235,0.004989202,0.079993814,0.06432445,-0.023250418
Mechanical Engineer,-0.11980816,-0.007090758,0.017031059,-0.046421647,-0.0045095463,0.042028174,0.023881456,0.10841839,-0.047003888,0.016164308,0.0047592046,0.0075870347,0.08347763,0.037661105,0.0036734948,0.016295636
Pharmaceutical Sales Representative,0.04141477,0.04437218,-0.061107773,0.09795401,-0.000392463,-0.087428406,-0.047126886,-0.031935062,0.078137636,-0.034087807,0.09169662,0.020909488,-0.18004958,0.0015172211,0.045635197,-0.046172608
Real Estate Broker,-0.18171906,0.05905697,0.00013099615,0.00046032664,-0.009607752,0.060317144,0.019179298,0.15552966,-0.097182214,0.042523082,0.04548958,0.021337276,0.058961842,0.08271966,0.04643915,-0.006656772
Journalist,-0.14472075,0.08107527,-0.025934981,0.05189202,-0.0051343446,0.021617746,-0.0023986131,0.11651781,-0.06325704,0.0341946,0.07956274,0.028744867,-0.021383397,0.08382722,0.06941356,-0.029216776
Software Engineer,-0.17736994,0.03201172,0.013255816,-0.033528306,-0.01031898,0.06292893,0.026309218,0.14866348,-0.080771826,0.030780083,0.02189099,0.012874836,0.084274046,0.064361826,0.020972056,0.008990729
Pharmacist,-0.13304609,-0.07995043,0.06871054,-0.15500604,-0.004268991,0.08717407,0.059847,0.120390296,-0.04695165,0.013258508,-0.07705356,-0.013941679,0.22198838,0.007011842,-0.05884849,0.06562258
Physical Therapist,-0.11476338,-0.077699065,0.057621233,-0.14735804,-0.011776106,0.06483379,0.045797218,0.089788884,-0.02315266,-0.013392537,-0.07492952,-0.021328919,0.1669908,-0.015211602,-0.07476139,0.061463714
Architect,-0.12773831,0.114706874,-0.0445595,0.09606285,-0.0043772818,0.0036999118,-0.01627349,0.100683115,-0.050929073,0.037257474,0.10816319,0.035971787,-0.07591558,0.091634825,0.093070105,-0.048337184
Veterinarian,-0.06733458,-0.09778884,0.058323976,-0.11492136,0.01165095,0.06183611,0.053034704,0.08618158,-0.046659302,0.033312183,-0.060303103,-0.00052140024,0.2112517,0.016455628,-0.024692781,0.050614227
Marketing Manager,0.05843913,0.008127327,-0.045992527,0.056234576,-0.0039738803,-0.08567583,-0.041621584,-0.050730653,0.09414542,-0.05467224,0.056107942,0.00673602,-0.1567031,-0.0298382,0.006813643,-0.026950093
Environmental Scientist,-0.21093683,0.06125135,0.0063912612,-0.017493924,-0.012960463,0.07069782,0.024663616,0.17443901,-0.09827111,0.038913913,0.04054971,0.018094596,0.07313972,0.083556674,0.036866304,0.000580461
Financial Analyst,-0.20608006,0.09745549,-0.012941924,0.025819624,-0.017181028,0.059457116,0.010364494,0.16504192,-0.10449784,0.0407047,0.066538475,0.023451487,0.017647339,0.09229898,0.057186555,-0.018960215
Civil Engineer,-0.14046235,-0.010336735,0.024081675,-0.053905584,-0.0013084628,0.05632652,0.03281653,0.13072698,-0.06452183,0.031776093,0.0032350689,0.011651102,0.11770982,0.052478906,0.012208207,0.019445246
Occupational Therapist,-0.07999423,-0.09706393,0.055894002,-0.15214922,-0.013941107,0.04937698,0.039302375,0.057398926,-0.006360667,-0.031119091,-0.086272165,-0.028240131,0.14661896,-0.038007755,-0.092088416,0.0638868
Attorney,-0.13970014,0.11148449,-0.039686542,0.085626625,-0.0057995683,0.011877933,-0.012095846,0.10981179,-0.058862533,0.038333364,0.10205722,0.034320015,-0.061072275,0.09241022,0.0882994,-0.04391313
Dentist,-0.11567454,0.10638583,-0.04394389,0.0962989,-0.0018928227,0.000628571,-0.016007772,0.0945527,-0.04884548,0.038952265,0.10642519,0.036893535,-0.071815975,0.09014771,0.094336435,-0.04812272
Optometrist,-0.14024936,-0.0648044,0.061984424,-0.13922241,-0.004547144,0.084471345,0.056184046,0.12596957,-0.04699499,0.016508283,-0.063248165,-0.0100984685,0.20615144,0.015776748,-0.04738551,0.058479827
Podiatrist,-0.13254686,-0.072555095,0.06595221,-0.14764476,-0.0053113867,0.08668677,0.057976842,0.119768545,-0.04330806,0.014422833,-0.07294681,-0.013333822,0.21452625,0.008888716,-0.055266134,0.062467996
Actuary,-0.18439293,0.09536853,-0.019057805,0.041625403,-0.011223288,0.044581994,0.0053642,0.14648099,-0.09077501,0.042574063,0.075659506,0.027461234,0.0016902345,0.09400913,0.06789536,-0.025096864
Political Scientist,-0.20666066,0.06906253,0.0011426578,-0.0055856,-0.013314924,0.06683742,0.020759165,0.1704583,-0.10009237,0.03962367,0.04725268,0.019745845,0.059143566,0.08576476,0.042807132,-0.0047475994
Aerospace Engineer,-0.18619342,0.015340057,0.025075689,-0.059929214,-0.010817527,0.07403337,0.03491611,0.15711808,-0.083107404,0.029331712,0.004359641,0.00798537,0.11644382,0.05895569,0.006462212,0.020712724
Human Resources Manager,0.10451295,-0.021876877,-0.04261138,0.037673302,-0.007166264,-0.103901155,-0.046608176,-0.08906062,0.12917785,-0.08099113,0.033887327,-0.004779021,-0.1713645,-0.067056075,-0.024023246,-0.017565195
Economist,-0.18437822,0.059452437,-0.00093215465,0.0006126247,-0.008460222,0.054600652,0.018074965,0.15234575,-0.08478613,0.039294746,0.048976876,0.0214109,0.051971715,0.082424104,0.046340175,-0.006538689
Biomedical Engineer,-0.18405499,0.01027139,0.026944457,-0.06452094,-0.010376737,0.073739916,0.035908263,0.15540408,-0.08078269,0.027911583,0.00093231193,0.0070137484,0.12057479,0.056326937,0.0032722314,0.022870982
Surgeon,-0.12991884,0.11126885,-0.04133407,0.09075676,-0.0046505816,0.008221822,-0.013652389,0.10434672,-0.056892026,0.0391584,0.10361086,0.035142265,-0.06553334,0.09145202,0.09081828,-0.0457879
Psychiatrist,-0.13755196,0.11135033,-0.04025182,0.086652465,-0.005503772,0.010539387,-0.012614175,0.108442694,-0.05696239,0.03802609,0.102731,0.034548488,-0.06278588,0.091984555,0.088714264,-0.044355515
Pediatrician,-0.1557542,-0.038927216,0.04722628,-0.10786829,-0.0047718915,0.075925,0.04765032,0.13639788,-0.059750557,0.021582656,-0.03507688,-0.0015473986,0.17119221,0.03333385,-0.024295138,0.04367882
Obstetrician and Gynecologist,-0.111266546,-0.083735004,0.06516075,-0.14327994,-0.002504576,0.078694806,0.056150544,0.106141225,-0.043360222,0.014705095,-0.07494047,-0.012826307,0.21176583,0.0042916215,-0.053987555,0.061445307
Orthodontist,-0.12745124,-0.07285658,0.062096216,-0.14442895,-0.007586531,0.07897726,0.05336353,0.111604206,-0.04143863,0.0061260485,-0.07165166,-0.015137243,0.19650002,0.0023922122,-0.05946349,0.06081998
Prosthodontist,-0.13254686,-0.072555095,0.06595221,-0.14764476,-0.0053113867,0.08668678,0.057976846,0.11976855,-0.04330806,0.014422833,-0.07294682,-0.013333823,0.21452625,0.008888715,-0.05526614,0.062468
Physician,-0.121710725,0.112612836,-0.044528782,0.09788006,-0.0031548117,0.0026871455,-0.016288815,0.09801864,-0.0516993,0.03914641,0.10795659,0.036600854,-0.07441666,0.091656536,0.09477401,-0.048815988
Chief Executive Officer,0.052956887,-0.04186432,-0.013233727,-0.026156804,-0.016047053,-0.05898898,-0.024084328,-0.04926798,0.09422538,-0.080851756,-0.00963335,-0.018863285,-0.090137705,-0.07393703,-0.060993444,0.010133781
Anesthesiologist,-0.11278066,-0.07766016,0.061429873,-0.14237057,-0.005626063,0.075300924,0.052358303,0.10435181,-0.035691645,0.0061321356,-0.07216778,-0.014508344,0.1959814,-0.00056158105,-0.058708917,0.06015236
Oral and Maxillofacial Surgeon,-0.13332257,-0.07525977,0.06817897,-0.15287586,-0.0061483746,0.08857018,0.059211403,0.12006751,-0.044621434,0.012771182,-0.07722607,-0.01501317,0.21848488,0.006155641,-0.059645586,0.06488468
Tech Company Founder,-0.14026496,0.12770872,-0.043888837,0.09907723,-0.010504882,0.017126352,-0.014901478,0.1134933,-0.07735129,0.04253667,0.106703304,0.034757417,-0.070767164,0.095069714,0.09365521,-0.049770202
Professional Athlete,-0.18504013,0.08884535,-0.0013986686,0.012289546,-0.032788802,0.07264271,0.011675205,0.14652957,-0.12625793,0.028878098,0.027497191,0.0037053602,0.02605766,0.06527592,0.025646623,-0.009681984
Movie Star,-0.18340358,0.09530797,-0.015823787,0.03680415,-0.016233437,0.051086713,0.006246752,0.1473991,-0.1006022,0.039460048,0.06575395,0.022098552,0.006113227,0.08798868,0.059376422,-0.022449879
Top Executive at Fortune 500 Company,-0.20639803,0.10498299,-0.015383615,0.032244153,-0.017776825,0.060090553,0.009061131,0.16841379,-0.11052835,0.04227621,0.07080347,0.024396924,0.012524658,0.09526525,0.06132464,-0.021904973
Successful Author,-0.19684966,0.097322255,-0.016264964,0.03422163,-0.014524887,0.053138044,0.0078613935,0.1584057,-0.101628974,0.04162461,0.07145633,0.02518727,0.010535268,0.09431196,0.06317535,-0.022349654
Top Surgeon Specialist,0.01925622,-0.09055421,0.024831377,-0.08945622,-0.006432076,-0.003515607,0.011692045,-0.0022933057,0.04354739,-0.042461533,-0.053148072,-0.018938143,0.055884328,-0.05297059,-0.06792634,0.03717316
Venture Capitalist,-0.14778687,0.13961752,-0.05016145,0.10519809,-0.013288002,0.012054699,-0.019908687,0.11460757,-0.068205,0.035164136,0.1149416,0.03508828,-0.09331529,0.093971446,0.09338498,-0.05358002
International Lawyer,-0.19560361,0.09489174,-0.017253654,0.034000523,-0.013259364,0.048102617,0.006625088,0.15350126,-0.09068951,0.038773935,0.07251303,0.025284003,0.0053227907,0.09274422,0.062336463,-0.022221075
Major Real Estate Developer,-0.1896261,0.063153386,0.0011210254,-0.0014933939,-0.012515181,0.06546865,0.019960249,0.16030657,-0.104816064,0.041903425,0.04316944,0.019516215,0.061000746,0.08252457,0.043822926,-0.0058439653
Financial Market Trader,-0.1410266,0.10333656,-0.035618555,0.066646606,-0.013456869,0.014975186,-0.011396944,0.11278197,-0.058822673,0.023203751,0.089224026,0.026914854,-0.060759213,0.07568946,0.06691924,-0.03631011
