,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Dishwasher,-0.048106216,0.024901044,0.13374472,-0.14747384,-0.027693128,0.041121233,0.05549922,0.004535757,0.09217582,-0.042372324,-0.22476739,0.011041762,0.12534745,0.018619942,0.03202005,-0.10414125
Janitor,-0.05351288,-0.055883855,0.01250166,-0.10633722,0.105795346,0.023018092,-0.085894726,0.05722924,0.05033668,0.09182181,-0.20781122,-0.008874229,0.04788923,0.034910943,-0.0069736014,-0.12087795
Taxi Driver,-0.051867828,-0.05223173,-0.009118726,-0.06804407,0.120444156,0.006365794,-0.08707872,0.0580102,0.018125296,0.09751014,-0.1576516,-0.00643635,0.026132472,0.025100734,-0.023934785,-0.105895795
Library Assistant,0.0090342285,-0.09936706,-0.054410093,-0.06740599,0.062386416,0.036934007,-0.14479157,0.03162494,0.065367185,0.111728,-0.088284925,-0.035975132,-0.036453124,0.050761603,0.017829403,-0.04552339
Hotel Front Desk Clerk,-0.012730787,-0.065283634,-0.039705276,-0.049435124,0.088628374,0.015310872,-0.10317306,0.038254548,0.026353288,0.09507394,-0.0973825,-0.018063461,-0.012068786,0.03199123,-0.0061364765,-0.05333643
Administrative Assistant,0.038164157,-0.11758411,-0.06982408,-0.06342681,0.014302123,0.051267263,-0.1611788,0.013347497,0.090715915,0.10580624,-0.039844956,-0.04953261,-0.06736502,0.05973212,0.039532106,-0.014630907
Bank Teller,-0.022408295,-0.04988545,-0.036300182,-0.03191474,0.09847575,0.002429568,-0.084867865,0.041043412,0.0033077258,0.08734055,-0.08673518,-0.010023661,-0.006913634,0.021406429,-0.019417314,-0.055057228
Customer Service Representative,0.05235378,-0.117926106,-0.08400812,-0.0465003,0.0015963193,0.04889826,-0.16151074,0.0050939047,0.08452703,0.10040041,-0.003948266,-0.05095661,-0.08527104,0.057825424,0.041718185,0.008353149
Security Guard,-0.0050382083,-0.07251274,-0.05008977,-0.04869996,0.09596308,0.017342158,-0.115664855,0.037995514,0.026985217,0.10458166,-0.09487838,-0.021667857,-0.020487895,0.035989784,-0.004119421,-0.045198917
School Bus Driver,-0.05648447,-0.044498827,-0.004423536,-0.06791258,0.13066979,0.0026255536,-0.078434564,0.059844166,0.010558464,0.0957958,-0.16656616,-0.0025435684,0.03430708,0.022064716,-0.028679306,-0.107784115
Home Health Aide,-0.024478331,-0.091135874,-0.0150136035,-0.09564023,0.06402124,0.037974976,-0.1277516,0.043533746,0.07859308,0.10347364,-0.13756447,-0.02938906,0.0012623259,0.04777616,0.01412276,-0.09512122
Data Entry Clerk,0.047959495,-0.08756159,-0.08214454,-0.021023843,0.028780105,0.030040137,-0.12778603,0.0045929537,0.043988142,0.0880892,0.0070147403,-0.03761977,-0.073861174,0.042590912,0.02348722,0.024635162
Receptionist,0.04529961,-0.009754403,-0.09270093,0.06723543,0.079818316,-0.022193426,-0.041989986,-0.0022867313,-0.066414155,0.049223486,0.07619704,-0.003882029,-0.063475594,-0.0013089156,-0.023058996,0.08630866
Mail Carrier,-0.05740002,-0.03093836,-0.000413683,-0.04434499,0.10690855,-0.005906683,-0.055218693,0.05233033,-0.0025249312,0.074654154,-0.12400947,0.0017065523,0.02931162,0.011116496,-0.03329723,-0.09689324
Lifeguard,-0.0022897092,-0.086937584,-0.05418699,-0.063988216,0.1040072,0.025155233,-0.13600108,0.04154631,0.040531415,0.1195341,-0.11446207,-0.027766699,-0.022505375,0.044980865,0.0015476545,-0.051687207
Office Manager,0.043777905,-0.09785817,-0.08311645,-0.033173747,0.036342703,0.03471093,-0.14312203,0.011079126,0.053793706,0.09989075,-0.014674801,-0.040628597,-0.072237,0.04823555,0.025349405,0.011123901
Medical Assistant,0.0076530324,-0.08675803,-0.010238878,-0.106260195,0.023504537,0.054309864,-0.11626089,0.020056231,0.10114674,0.0804748,-0.12763482,-0.035261538,-0.0029118257,0.055569038,0.039901134,-0.056523994
Maintenance Worker,-0.021020675,-0.042847812,-0.02460102,-0.013954672,0.040927928,0.0013273733,-0.06288159,0.02755097,0.008943726,0.05573154,-0.03159845,-0.009571399,-0.01663751,0.012966347,-0.013669196,-0.047805242
Delivery Driver,-0.05743348,-0.022377547,0.037960354,-0.094889455,0.09253209,0.01306575,-0.038730536,0.046474006,0.0328676,0.05754206,-0.19672088,0.0030560473,0.06589776,0.021030772,-0.0130965095,-0.11161967
Call Center Agent,0.05158643,-0.082618736,-0.08875689,-0.010025359,0.034881514,0.025167687,-0.12387267,0.0030288647,0.03275753,0.08684436,0.019091211,-0.03566908,-0.07767707,0.03942468,0.01966263,0.035949763
Real Estate Agent,-0.01143455,0.05393845,0.004471642,0.1092252,-0.072779745,-0.047135003,0.08646452,-0.021623306,-0.07481659,-0.07255282,0.17431058,0.022590447,-0.029316628,-0.048616584,-0.035457276,0.03646625
Teacher's Aide,-0.036740877,-0.0019548794,0.104844145,-0.1776412,0.036448713,0.052556586,0.0019049061,0.019949814,0.10175284,0.008967585,-0.2950003,0.002707871,0.12340608,0.03932056,0.03579821,-0.103917286
Cable Installer,-0.020612868,-0.065625,-0.014410772,-0.060333744,0.0483273,0.021487044,-0.0894931,0.032506775,0.047006283,0.07604493,-0.08835022,-0.019872982,-0.0052707084,0.03123853,0.0029774478,-0.07300938
Warehouse Worker,-0.045428377,-0.037147805,-0.015578889,-0.03821796,0.11087831,-0.004694682,-0.0671394,0.04975619,-0.004602934,0.082003355,-0.112837955,-0.0014208305,0.016053637,0.014252459,-0.03093413,-0.08182751
Painter,0.0475862,0.022991085,-0.08719098,0.1098022,0.055894263,-0.040452473,0.0050075236,-0.015825668,-0.1003924,0.012080455,0.13965891,0.007686628,-0.06656239,-0.021898843,-0.033748653,0.11496292
Licensed Practical Nurse,-0.050225906,-0.055520166,0.03895739,-0.100506246,0.023009114,0.031465005,-0.06679555,0.038334183,0.07904857,0.05237145,-0.1440985,-0.014739912,0.039677225,0.030357862,0.013583569,-0.12164481
Police Officer,-0.018851206,-0.06614727,-0.03362318,-0.054143287,0.09000049,0.015273367,-0.10333705,0.040998828,0.028680734,0.096117556,-0.10505765,-0.01780978,-0.007503306,0.031937484,-0.007437122,-0.06353195
Firefighter,-0.040016606,0.012054134,0.110118724,-0.14257036,-0.0038445822,0.04029418,0.030191125,0.009214891,0.0866215,-0.020760361,-0.22477488,0.0067556463,0.11062785,0.02408201,0.029263174,-0.09480972
Truck Driver,-0.040514924,-0.04238913,-0.019558126,-0.049056843,0.121851034,0.0003271734,-0.07678463,0.05109048,0.0015044101,0.09090217,-0.13170612,-0.0038895004,0.017769147,0.020123009,-0.026689893,-0.07992978
Paralegal,0.081292704,-0.11956998,-0.08898246,-0.082895115,0.052290555,0.06704504,-0.17601135,0.0055303723,0.09581153,0.12292067,-0.09246298,-0.05869796,-0.068145566,0.08121297,0.05905419,0.037763216
Graphic Designer,0.018646885,-0.021905731,-0.053684123,0.052132323,-0.0050672987,-0.011679997,-0.033798855,-0.003140113,-0.023445627,0.01978832,0.093519166,-0.008238468,-0.058933787,-0.0029689516,-0.010431426,0.032148264
Reporter,0.055804014,0.013620741,-0.10020904,0.10727599,0.066847324,-0.03697636,-0.011466068,-0.014654718,-0.09754562,0.025167147,0.1352534,0.0035569726,-0.07473606,-0.016263384,-0.030994376,0.1220409
Electrician,-0.02058259,0.10084565,0.14421919,-0.015465721,-0.17938027,0.001910148,0.1806524,-0.054542985,0.0272077,-0.17192216,0.02582643,0.03262279,0.08313144,-0.036154814,0.0245442,-0.0018332849
Plumber,-0.03740118,0.007269048,0.008833628,0.02090483,0.011074331,-0.021367205,0.012019164,0.016143456,-0.027168557,0.0007570949,0.012663913,0.010744151,0.004880669,-0.015519737,-0.02990734,-0.03988972
Welder,0.057574674,-0.0035574904,-0.100850575,0.08457049,0.070728004,-0.025803942,-0.033795577,-0.011081418,-0.07636655,0.04034732,0.10863502,-0.0035963778,-0.07460574,-0.0050170072,-0.022222484,0.11006299
Registered Nurse,-0.061304357,-0.030580578,0.08206646,-0.10843973,-0.027918415,0.033048566,-0.018454531,0.027106669,0.09086945,0.0059001744,-0.14098427,-0.0071906396,0.0655094,0.020409048,0.02225287,-0.13366635
Accountant,0.04959267,0.027211787,-0.08426176,0.12008367,0.03085257,-0.0417022,0.015160542,-0.02149162,-0.10001659,-0.0022589634,0.16338296,0.008540449,-0.07220324,-0.026070157,-0.031400993,0.12004772
School Teacher,-0.03262955,-0.059367776,-0.019540342,-0.06065012,0.096397534,0.012764521,-0.09453587,0.04660423,0.027545873,0.09290798,-0.12293612,-0.013382792,0.008084638,0.028815946,-0.0116246,-0.081219696
Web Developer,0.049112026,0.029959239,-0.06451404,0.14518495,-0.069007516,-0.041082166,0.041588973,-0.039054036,-0.08336239,-0.04934537,0.24604325,0.0059172744,-0.09293578,-0.037297107,-0.01946652,0.11717389
Dental Hygienist,0.13077115,0.41999623,0.74963343,-0.53171027,-0.72011596,0.2417173,0.73348886,-0.32790434,0.44643193,-0.73282903,-0.53777456,0.08606936,0.5641961,0.0202381,0.36279088,0.13856958
Insurance Agent,0.015315889,0.016079329,-0.043999318,0.085438676,-0.004686167,-0.03189597,0.01592771,-0.010096296,-0.063743986,-0.010143307,0.12309948,0.0075339996,-0.04941695,-0.023008492,-0.026600212,0.05337446
Mechanical Engineer,-0.02423964,0.012824343,0.024929168,0.034408152,-0.0781199,-0.01394829,0.037634637,-0.007985767,-0.004864865,-0.04508364,0.07969271,0.007192677,-0.009218821,-0.020961728,-0.009820968,-0.02246735
Pharmaceutical Sales Representative,0.06223716,-0.10437852,-0.08702218,-0.022069464,-0.018765181,0.04231247,-0.14136544,-0.006258007,0.070576735,0.08053664,0.039955515,-0.047735233,-0.09469807,0.049338274,0.041066796,0.033243477
Real Estate Broker,-0.020168727,0.048086874,0.008302199,0.097731635,-0.06353186,-0.04485648,0.07814521,-0.014815135,-0.0683089,-0.0638512,0.15299785,0.021780593,-0.022477092,-0.045669552,-0.036723144,0.020114789
Journalist,0.029086266,0.023420585,-0.065621845,0.09860241,0.03957517,-0.039021708,0.01290196,-0.010897209,-0.089235224,0.0034891423,0.12597933,0.009511331,-0.053187363,-0.023711605,-0.034218278,0.084767
Software Engineer,-0.02453883,0.055515267,0.037307624,0.08135544,-0.10709424,-0.03615911,0.099229865,-0.0232704,-0.045093063,-0.09299413,0.14517684,0.023019137,-0.007259429,-0.046325505,-0.02307435,0.0077529773
Pharmacist,0.13323615,0.41899157,0.7462185,-0.5293434,-0.71899986,0.24144246,0.73163444,-0.3284749,0.44495952,-0.73131305,-0.5340968,0.085475855,0.5608634,0.020715581,0.36245003,0.14254124
Physical Therapist,0.07286497,0.26592064,0.5142071,-0.38107806,-0.4830807,0.16962926,0.47401705,-0.20978892,0.32103813,-0.4799111,-0.3921026,0.05378586,0.38717985,0.01990479,0.24726741,0.058036156
Architect,0.058797624,0.015001853,-0.10339806,0.10876528,0.07299726,-0.03770851,-0.0115080485,-0.015507081,-0.10092915,0.026886376,0.13578102,0.003865714,-0.075394586,-0.016274925,-0.031629927,0.12797898
Veterinarian,0.039495133,0.24313606,0.47506484,-0.3543767,-0.40331,0.14614412,0.42998025,-0.17261799,0.28090164,-0.41988388,-0.39614496,0.054112177,0.36876568,0.01583207,0.20650373,0.016829789
Marketing Manager,0.051506247,-0.11107131,-0.07919996,-0.030715542,-0.026471741,0.04524189,-0.1470494,-0.0014038407,0.08153881,0.08295264,0.030722646,-0.04936254,-0.0911889,0.05049381,0.04151272,0.012710963
Environmental Scientist,-0.020421468,0.1035759,0.055617075,0.11162416,-0.119096905,-0.052601743,0.16397353,-0.039690882,-0.08151025,-0.13845417,0.17992647,0.039180055,0.010509048,-0.06705925,-0.03096471,0.043047477
Financial Analyst,0.007839791,0.059374332,-0.007218857,0.11953003,-0.07575271,-0.045934062,0.090186335,-0.031391706,-0.08072506,-0.07896711,0.19214968,0.021474766,-0.037875805,-0.048421007,-0.028813615,0.067331366
Civil Engineer,-0.04257075,0.03640779,0.047284752,0.04206149,-0.08056581,-0.025460258,0.07211292,-0.0062989555,-0.021308068,-0.06638584,0.07805623,0.01879361,0.0112318,-0.033934027,-0.021433413,-0.03470669
Occupational Therapist,0.00017673317,0.09264043,0.26453122,-0.22842234,-0.22360855,0.09474723,0.18731706,-0.075274296,0.19414578,-0.19928151,-0.25012112,0.01660996,0.2009968,0.023084989,0.12222162,-0.048410922
Attorney,0.054885037,0.017884223,-0.09739245,0.112460956,0.05946402,-0.039009,-0.004244099,-0.016657554,-0.10034782,0.018459242,0.14460884,0.005086788,-0.07486217,-0.019272631,-0.031832095,0.123543195
Dentist,0.055858385,0.013264703,-0.10138585,0.10407439,0.07616458,-0.03672997,-0.013886112,-0.01319381,-0.098491855,0.029651482,0.12682083,0.0037440946,-0.072600596,-0.015090885,-0.031863328,0.121856526
Optometrist,0.08073424,0.3320306,0.5750142,-0.3715947,-0.56551933,0.16607976,0.58014506,-0.24726681,0.3160223,-0.5745481,-0.36116216,0.073524036,0.42396054,-0.0017058516,0.25868237,0.09429429
Podiatrist,0.13105476,0.42075136,0.74962586,-0.5302758,-0.72130257,0.24126506,0.73464984,-0.32847926,0.44557643,-0.73396134,-0.53528804,0.08636384,0.56373614,0.019655107,0.362574,0.1395581
Actuary,0.03354153,0.03281097,-0.05706508,0.11713313,-0.012960704,-0.040735953,0.03570791,-0.023614768,-0.086723596,-0.027338231,0.17325555,0.011338636,-0.06269803,-0.031931993,-0.02834245,0.09553155
Political Scientist,-0.010959323,0.08802929,0.030819425,0.1149522,-0.09263755,-0.051871683,0.1359625,-0.035091806,-0.08548245,-0.11255517,0.18174256,0.03336566,-0.00576786,-0.06013567,-0.033235725,0.05318414
Aerospace Engineer,-0.023174327,0.09539734,0.10199083,0.040312633,-0.15287492,-0.021622201,0.16484414,-0.04484959,-0.01792194,-0.15154707,0.09465997,0.033610556,0.046970952,-0.048487507,-0.00045876237,0.010845464
Human Resources Manager,0.05447485,-0.123693936,-0.08041792,-0.04698702,-0.025287665,0.054156654,-0.1632952,0.00020502375,0.09782978,0.093645655,0.013214985,-0.055066913,-0.091922924,0.05897169,0.04895731,0.0069006137
Economist,0.01062715,0.071115665,0.017999735,0.084922016,-0.07175942,-0.03441843,0.10599991,-0.036778215,-0.0628357,-0.08991659,0.13761507,0.024713077,-0.0075134663,-0.04226275,-0.017121252,0.06732106
Biomedical Engineer,-0.013660169,0.114470094,0.13886257,0.008306908,-0.18595293,-0.006676151,0.19809152,-0.06162054,0.008194787,-0.18547933,0.05989622,0.036646217,0.07618179,-0.044713665,0.020420825,0.019572245
Surgeon,0.056230176,0.020288773,-0.09568413,0.11118276,0.05998379,-0.038762566,-0.000941177,-0.018044889,-0.100550845,0.016428782,0.14274803,0.0057651773,-0.07250674,-0.01939052,-0.031117722,0.12640591
Psychiatrist,0.054409213,0.018585427,-0.09566557,0.11025797,0.060174864,-0.03855954,-0.0031199146,-0.016789963,-0.09942663,0.017989123,0.14140382,0.005385802,-0.07269568,-0.019072562,-0.031618252,0.122974865
Pediatrician,0.047640894,0.24622187,0.4100283,-0.23561,-0.41900563,0.10436143,0.43080428,-0.17737176,0.20525868,-0.42354095,-0.21131185,0.05776962,0.2934289,-0.014173138,0.17121883,0.06704739
Obstetrician and Gynecologist,0.13530193,0.41378275,0.74154943,-0.5347961,-0.70893586,0.24392104,0.7216704,-0.32584706,0.44756493,-0.72193,-0.5454811,0.08343727,0.56010205,0.024242995,0.36391467,0.14152113
Orthodontist,0.09058556,0.33795887,0.6130665,-0.4273751,-0.5873073,0.19104719,0.5943373,-0.2590694,0.36001575,-0.5935085,-0.4304654,0.07128703,0.45855033,0.012157559,0.28706387,0.09116331
Prosthodontist,0.13105476,0.42075136,0.74962586,-0.5302759,-0.72130257,0.24126509,0.7346499,-0.32847923,0.4455765,-0.73396134,-0.53528804,0.08636384,0.56373614,0.019655107,0.36257398,0.1395581
Physician,0.05753435,0.014650863,-0.101970814,0.10772426,0.07193498,-0.03749735,-0.01130937,-0.015055452,-0.09989427,0.026592873,0.13449332,0.0038557635,-0.0745242,-0.016176077,-0.031575013,0.12573242
Chief Executive Officer,0.035158914,-0.10123624,-0.057836268,-0.032381743,-0.043205824,0.042141628,-0.12711889,0.00015018551,0.08320985,0.06668079,0.028488928,-0.044482145,-0.07692003,0.043780647,0.038577814,-0.0072633075
Anesthesiologist,0.116906814,0.38287216,0.68689793,-0.489281,-0.65463805,0.22143406,0.66944396,-0.2974914,0.4090683,-0.6678553,-0.4987253,0.07806049,0.5186668,0.019590441,0.33148554,0.12133826
Oral and Maxillofacial Surgeon,0.12955827,0.422076,0.7522002,-0.53113127,-0.72281086,0.24112263,0.73702705,-0.3284625,0.44599912,-0.7358558,-0.53666013,0.086977035,0.5657394,0.019085988,0.36249018,0.13768251
Tech Company Founder,0.049015515,0.041223302,-0.06842909,0.13519138,-0.008465719,-0.045705058,0.044098288,-0.032441847,-0.10281993,-0.032439567,0.20330025,0.011288854,-0.07252263,-0.035357952,-0.028788833,0.12590998
Professional Athlete,0.020811962,0.12368913,0.01534429,0.13228391,-0.0112324525,-0.064877,0.15854196,-0.03901397,-0.13910833,-0.10485486,0.15642619,0.04269604,0.0057396307,-0.063653335,-0.04021855,0.10895552
Movie Star,0.028001362,0.072259426,-0.035188857,0.13775744,-0.0076193353,-0.057026554,0.08799893,-0.03067429,-0.12040277,-0.0582626,0.1887348,0.025409479,-0.04160272,-0.049266454,-0.040196512,0.10944862
Top Executive at Fortune 500 Company,0.0049541052,0.08514811,0.008785689,0.13107097,-0.08110068,-0.05461027,0.12622344,-0.038581636,-0.0977295,-0.10367208,0.20488986,0.030516513,-0.02350152,-0.059270896,-0.034027282,0.0789044
Successful Author,0.022858623,0.074576646,-0.028919071,0.14482194,-0.033709265,-0.058457237,0.09794473,-0.034664758,-0.11732172,-0.07201829,0.21174547,0.0263156,-0.04380902,-0.054037515,-0.040115867,0.106763005
Top Surgeon Specialist,0.039890733,0.085859336,0.23893705,-0.23633923,-0.20866312,0.108777516,0.17089128,-0.08890239,0.20080635,-0.18681619,-0.259844,0.0067680087,0.18829478,0.039513882,0.13835596,0.0019096386
Venture Capitalist,0.058066364,0.021930516,-0.08689692,0.1281722,-0.00021160445,-0.03842979,0.0135957375,-0.029008824,-0.09161655,-0.011585175,0.19409218,0.0040302365,-0.0870075,-0.025764521,-0.023637587,0.12788518
International Lawyer,0.02933499,0.058182243,-0.05010972,0.13729222,-0.0022767803,-0.05463965,0.067560904,-0.027177379,-0.11575603,-0.043771975,0.19079813,0.020993488,-0.052529883,-0.04475373,-0.040513135,0.108701505
Major Real Estate Developer,-0.017429063,0.07478132,0.021781813,0.10896024,-0.066151604,-0.05199515,0.11509786,-0.024286743,-0.085875906,-0.08830068,0.1667876,0.029657764,-0.008523987,-0.055748634,-0.038830664,0.03820794
Financial Market Trader,0.031078955,0.014783765,-0.03467246,0.08396752,-0.061311916,-0.020446815,0.026003754,-0.028657833,-0.040044677,-0.03622104,0.15901804,0.001036597,-0.057910696,-0.02039635,-0.006549785,0.0708684
